onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",sales representatives wholesale and manufacturing except technical and scientific products,,122,4,15,Account Representative | Account Specialist | Agricultural Produce Commission Agent | Apparel Trimmings Sales Representative | Architectural Supplies Sales Representative | Artists Materials Sales Representative | Barber and Beauty Equipment Sales Representative | Barber and Beauty Supplies Sales Representative,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | salesforce software | adobe acrobat | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | apple macos
41-9011.00,Demonstrators and Product Promoters,demonstrators and product promoters,,53,4,11,Appliance Counselor | Bell Ringer | Brand Ambassador | Collector | Demo Specialist (Demonstration Specialist) | Demonstrator | Electric-Gas Appliances Demonstrator | Event Brand Ambassador,computers and electronics | mathematics | telecommunications | engineering and technology,hypertext markup language html | microsoft excel | microsoft windows | zoom | eko | email software | presentation software | social media sites
41-9012.00,Models,models,,28,4,10,Agent Model | Art Class Model | Art Model | Artist's Model | Character Impersonator | Clothes Model | Fashion Model | Figure Model,computers and electronics | telecommunications | mathematics | engineering and technology,apple ios | apple safari | facebook | microsoft excel | instagram | linkedin | tumblr | twitter
41-9021.00,Real Estate Brokers,real estate brokers,,35,4,15,Broker | Broker Associate | Buyer Broker | Buyers Agent | Closing Agent | Contract Specialist | Dealer | Designated Broker,computers and electronics | mathematics | telecommunications | engineering and technology,salesforce software | adobe photoshop | facebook | intuit quickbooks | microsoft access | microsoft active server pages asp | microsoft excel | yardi software
41-9022.00,Real Estate Sales Agents,real estate sales agents,,48,4,15,Agricultural Real Estate Agent | Apartment Leasing Agent | Apartment Leasing Consultant | Apartment Rental Agent | Building Consultant | Buyers' Agent | Closing Agent | Closing Coordinator,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | yardi software | adobe acrobat | canva | facebook | google docs | intuit quickbooks | microsoft project
41-9031.00,Sales Engineers,sales engineers,,36,4,15,Aeronautical Products Sales Engineer | Aerospace Products Sales Engineer | Agricultural Equipment Sales Engineer | Business Development Engineer | Ceramic Products Sales Engineer | Channel Sales Engineer (CSE) | Chemical Equipment Sales Engineer | Customer Engineer,engineering and technology | mathematics | computers and electronics | telecommunications,amazon web services aws software | linux | microsoft azure software | microsoft excel | python | salesforce software | ansible software | apache cassandra
41-9041.00,Telemarketers,telemarketers,,28,4,11,Call Agent | Call Center Agent | Call Center Operator | Call Center Representative (Call Center Rep) | Call Center Sales Agent | Call Center Telemarketer | Contact Center Agent | Direct Sales Agent,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | salesforce software | zoom | customer relationship management crm software | acarda sales technologies acarda outbound | automatic call distribution software | database systems corp telemation | interactive voice response software
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",door-to-door sales workers news and street vendors and related workers,,74,4,5,Balloon Seller | Beauty Consultant | Beauty Counselor | Book Agent | Book Canvasser | Book Solicitor | Bumboater | Candy Butcher,computers and electronics | mathematics | telecommunications | engineering and technology,facebook | microsoft excel | operating system software | route mapping software | web browser software
41-9099.00,"Sales and Related Workers, All Other",sales and related workers all other,,68,0,0,Advertisement Distributor | Apparel Stock Checker | Appraiser | Auctioneer | Automobile Locator | Bid Analyst | Blood Donor Recruiter | Bridal Consultant,,
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,first-line supervisors of office and administrative support workers,,194,4,15,Accounting Administrator | Accounting Clerks Supervisor | Accounting Director | Accounting Manager | Accounting Supervisor | Accounts Payable Manager | Accounts Payable Supervisor | Accounts Receivable Manager,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | adobe acrobat | apple macos | facebook | google docs | henry schein dentrix | ibm spss statistics | intuit quickbooks
43-2011.00,"Switchboard Operators, Including Answering Service",switchboard operators including answering service,,36,4,7,Answering Service Telephone Operator | CBX Operator (Computerized Branch Exchange Operator) | Central Communications Specialist | Combination Operator | Command and Control Specialist | Communication Center Operator | Communications Coordinator | Communications Operator,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | microsoft access | microsoft windows | sap software | ibm notes | m-tech hotel service optimization system hotsos | word processing software
43-2021.00,Telephone Operators,telephone operators,,30,4,7,411 Directory Assistance Operator (411 Directory Assistance Op) | Central Office Operator (CO Op) | Change Number Operator (Change Number Op) | Charge Operator (Charge Op) | Communications Operator (Communications Op) | Customer Service Assistant | Directory Assistance Operator (Directory Assistance Op) | Directory Operator (Directory Op),telecommunications | computers and electronics | mathematics | engineering and technology,microsoft excel | microsoft windows | computer aided dispatch software | handheld computer device software | operating system software | video conference software | word processing software
43-2099.00,"Communications Equipment Operators, All Other",communications equipment operators all other,,29,0,0,Communications Equipment Operator | Equipment Operator | Facsimile Machine Operator | Fax Machine Operator | Interceptor Operator | News Wire Photo Operator | Oil Dispatcher | Operator,,
43-3011.00,Bill and Account Collectors,bill and account collectors,,46,4,15,Account Receivable Associate | Account Representative | Account Service Representative | Accounts Collector | Accounts Receivable Specialist (AR Specialist) | Bad Credit Collector | Bilingual Collections Specialist | Bill Collector,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | sap software | intuit quickbooks | meditech software | accounting software | adp drive dms for accounting | ads advantage | adtec agency manager
43-3021.00,Billing and Posting Clerks,billing and posting clerks,,119,4,15,Account Clerk | Account Services Representative (Accounts Services Rep) | Accounting Assistant | Accounting Machine Operator | Accounts Adjustable Clerk | Accounts Analyst | Accounts Payable Analyst | Accounts Payable Associate,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | epic systems | intuit quickbooks | meditech software | microsoft access | microsoft project | microsoft windows | sap software
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",bookkeeping accounting and auditing clerks,,114,4,15,Account Administrator | Account Clerk | Account Information Clerk | Account Receivable Clerk | Accountant Assistant | Accountant Clerk | Accountant Helper | Accounting Assistant,mathematics | computers and electronics | telecommunications | engineering and technology,intuit quickbooks | microsoft excel | sap software | adobe acrobat | epic systems | google docs | meditech software | microsoft access
43-3041.00,Gambling Cage Workers,gambling cage workers,,16,4,3,Cage Cashier | Cage and Players Club Rep (Cage and Players Club Representative) | Casino Cage Cashier | Casino Cashier | Casino Gaming Worker | Casino Services Rep (Casino Services Representative) | Casino Worker | Dual Rate Banker,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | corel wordperfect office suite | spreadsheet software
43-3051.00,Payroll and Timekeeping Clerks,payroll and timekeeping clerks,,38,4,15,Accounting Assistant | Attendance Clerk | Bonus Clerk | Checkman | Commissions Clerk | Finance Specialist | Flight Crew Scheduler | Flight Crew Time Clerk,mathematics | computers and electronics | telecommunications | engineering and technology,kronos workforce timekeeper | microsoft excel | workday software | intuit quickbooks | microsoft access | oracle peoplesoft | sap software | accounting software
