normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/data-scientist-wipro-ltd -bellevue-wa-98004/10110759/618873 icid sr36-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Wipro-Ltd.-Bellevue-WA-98004/10110759/618873?icid=sr36-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-wipro-ltd -englewood-co-80110/10110759/302082 icid sr95-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Wipro-Ltd.-Englewood-CO-80110/10110759/302082?icid=sr95-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-wipro-ltd -redmond-wa-98033/10110759/295217 icid sr70-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Wipro-Ltd.-Redmond-WA-98033/10110759/295217?icid=sr70-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-with-python-kavi-software-atlanta-ga-30354/10119154/pd0003 icid sr265-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-With-Python-Kavi-Software-Atlanta-GA-30354/10119154/PD0003?icid=sr265-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-xoriant-corporation-kirkland-wa-98033/xorca001/196535 icid sr125-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Xoriant-Corporation-Kirkland-WA-98033/xorca001/196535?icid=sr125-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-yablon- 26-associates-new-york-ny-10016/10519719/543658 icid sr65-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Yablon-%26-Associates-New-York-NY-10016/10519719/543658?icid=sr65-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientists-and-data-analysts-epic-systems 2c-inc 2c-arlington-va-22201/90901966/563564 icid sr377-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientists-and-Data-Analysts-Epic-Systems%2C-Inc%2C-Arlington-VA-22201/90901966/563564?icid=sr377-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/database-architect-lead-variq-corporation-washington-dc-20001/10286792/3204 icid sr395-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Database-Architect-Lead-VariQ-Corporation-Washington-DC-20001/10286792/3204?icid=sr395-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/database-programmer-gdh-consulting-houston 2c-tx-tx-77002/10112156/gdh 56051 26 2345260 icid sr373-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Database-Programmer-GDH-Consulting-Houston%2C-Tx-TX-77002/10112156/GDH_56051%26%2345260?icid=sr373-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/decision- 26 2347-data-scientist-computer-staff 2c-inc -fort-worth-tx-76102/10117243/262 icid sr231-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Decision-%26%2347-Data-Scientist-Computer-Staff%2C-Inc.-Fort-Worth-TX-76102/10117243/262?icid=sr231-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/devops 26 2347java- 2b-data-scientist-innoflexion-technologies-san-francisco-ca-94108/rtl195322/619240 icid sr329-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DevOps%26%2347Java-%2B-Data-Scientist-Innoflexion-Technologies-San-Francisco-CA-94108/RTL195322/619240?icid=sr329-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/digital-insights-data-scientist-capital-markets-placement-new-york-ny-10001/10120548/3625 16178424 icid sr240-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Digital-Insights-Data-Scientist-Capital-Markets-Placement-New-York-NY-10001/10120548/3625_16178424?icid=sr240-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/direct-fulltime-role- 26 2345-data-scientist-forecasting-cardinal-technology-solutions-union-nj-07083/10121181/cts0606 icid sr350-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Direct-fulltime-role-%26%2345-Data-Scientist-Forecasting-Cardinal-Technology-Solutions-Union-NJ-07083/10121181/CTS0606?icid=sr350-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/director 2c-data-analytics-and-business-intelligence-robert-half-technology-basking-ridge-nj-07974/rhalfint/02720 26 23450010627427 icid sr450-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Director%2C-Data-Analytics-and-Business-Intelligence-Robert-Half-Technology-Basking-Ridge-NJ-07974/rhalfint/02720%26%23450010627427?icid=sr450-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/director-data-scientist-and-advanced-analytics-comrise-nyc-ny-10036/comrise/591788 icid sr321-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/director-Data-Scientist-and-Advanced-analytics-Comrise-Nyc-NY-10036/comrise/591788?icid=sr321-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/director-of-data-science- 26 2347-analytics-kforce-inc -phoenix-az-85034/kforcecx/itwqg1762759 icid sr414-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Director-of-Data-Science-%26%2347-Analytics-Kforce-Inc.-Phoenix-AZ-85034/kforcecx/ITWQG1762759?icid=sr414-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/director-of-data-science- 26 2347-analytics-kforce-inc -phoenix-az-85034/kforcecx/itwqg1762759 icid sr421-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Director-of-Data-Science-%26%2347-Analytics-Kforce-Inc.-Phoenix-AZ-85034/kforcecx/ITWQG1762759?icid=sr421-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/enterprise-architect-encore-consulting-services-hartford-ct-06101/10123687/646657 icid sr443-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Enterprise-Architect-Encore-Consulting-Services-Hartford-CT-06101/10123687/646657?icid=sr443-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/enterprise-architect-level-iv-corporate-systems-associates-hartford-ct-06183/corct001/t3719 icid sr389-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Enterprise-Architect-Level-IV-Corporate-Systems-Associates-Hartford-CT-06183/corct001/T3719?icid=sr389-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/enterprise-infrastructure-and-cloud-architect- 26 2345-cloud-adpi 2c-llc -hartford-ct-06183/silent/trvjp3719 icid sr405-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Enterprise-Infrastructure-and-Cloud-Architect-%26%2345-Cloud-ADPI%2C-LLC..-Hartford-CT-06183/silent/TRVJP3719?icid=sr405-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/etl 26 2347-data-engineer-kavaliro-wilmington-de-19805/10411514/644553 icid sr387-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/ETL%26%2347-Data-Engineer-Kavaliro-Wilmington-DE-19805/10411514/644553?icid=sr387-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/expert-data-scientist-modis-seattle-wa-98101/10208456/us en 6 914784 1028400 icid sr226-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Expert-Data-Scientist-Modis-Seattle-WA-98101/10208456/US_EN_6_914784_1028400?icid=sr226-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/fte 26 2347perm 3a-direct-hire-in-nc 26 2347ar 3a-immediate-opening 3a-data-analytics- 26 2345-data-scientist- 28audit-exp -a-plus 29-u s -tech-solutions-inc -charlotte-nc-28201/usts/604257 icid sr363-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/FTE%26%2347PERM%3A-Direct-Hire-in-NC%26%2347AR%3A-Immediate-Opening%3A-Data-Analytics-%26%2345-Data-Scientist-%28Audit-Exp.-a-plus%29-U.S.-Tech-Solutions-Inc.-Charlotte-NC-28201/usts/604257?icid=sr363-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/full-stack-developer- 28ruby-on-rails 29-cybercoders-san-luis-obispo-ca-93401/cybercod/dm7 26 2345144961328 icid sr400-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Full-Stack-Developer-%28Ruby-on-Rails%29-CyberCoders-San-Luis-Obispo-CA-93401/cybercod/DM7%26%2345144961328?icid=sr400-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/head-of-data-science-cybercoders-cambridge-ma-02138/cybercod/rr7 26 234514632141 icid sr411-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Head-of-Data-Science-CyberCoders-Cambridge-MA-02138/cybercod/RR7%26%234514632141?icid=sr411-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/ibm-watson-data-scientist-encode 2c-inc -durham-nc-27713/encode/657602 icid sr267-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/IBM-Watson-Data-Scientist-Encode%2C-Inc.-Durham-NC-27713/encode/657602?icid=sr267-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/integrated-intelligence-principle-data-scientist-engility-chantilly-va-20151/10365615/1812325 icid sr279-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Integrated-Intelligence-Principle-Data-Scientist-Engility-Chantilly-VA-20151/10365615/1812325?icid=sr279-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/it-digital-analytics-lead-edi-staffing---02864/10107595/18 26 234500527 icid sr376-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/IT-Digital-Analytics-Lead-EDI-Staffing---02864/10107595/18%26%234500527?icid=sr376-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/it-enterprise-architect-tca-consulting-group 2c-inc -hartford-ct-06183/tca/samt3719ct icid sr406-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/IT-Enterprise-Architect-TCA-Consulting-Group%2C-Inc.-Hartford-CT-06183/tca/SAMT3719CT?icid=sr406-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/jr -data-scientist-critical-skills-inc-dba-cspring-indianapolis-in-46204/10119301/877592 icid sr218-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Jr.-Data-Scientist-Critical-Skills-Inc-dba-CSpring-Indianapolis-IN-46204/10119301/877592?icid=sr218-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/jr-data-scientist- 26 2345-with-in-person-python-test- 26 2345-pleasanton 2c-ca-spruce-technology-inc -pleasanton-ca-94566/10215935/anpdatascientis icid sr365-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Jr-Data-Scientist-%26%2345-With-In-person-Python-Test-%26%2345-Pleasanton%2C-CA-Spruce-Technology-Inc.-Pleasanton-CA-94566/10215935/ANPDATASCIENTIS?icid=sr365-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/jr-data-scientist-strategic-staffing-solutions-charlotte-nc-28202/sssmi/bbbh141307 26 2345709 icid sr195-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Jr-Data-Scientist-Strategic-Staffing-Solutions-Charlotte-NC-28202/sssmi/BBBH141307%26%2345709?icid=sr195-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/junior-ai 26 2347ml-data-analyst-world-fuel-services-corporation---/10187433/r5317 icid sr422-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Junior-AI%26%2347ML-Data-Analyst-World-Fuel-Services-Corporation---/10187433/R5317?icid=sr422-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/junior-data-scientist- 26 2345-machine-learning-world-fuel-services-corporation---/10187433/r3811 icid sr277-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Junior-Data-Scientist-%26%2345-Machine-Learning-World-Fuel-Services-Corporation---/10187433/R3811?icid=sr277-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/junior-data-scientist-ibg 2c-llc-budapest--/10340106/1831 icid sr175-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Junior-Data-Scientist-IBG%2C-LLC-Budapest--/10340106/1831?icid=sr175-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/junior-data-scientist-pixalate 2c-inc -playa-vista-ca-90066/90823961/job 20180929014709 cntsgkasu55zfdwk icid sr159-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Junior-Data-Scientist-Pixalate%2C-Inc.-Playa-Vista-CA-90066/90823961/job_20180929014709_CNTSGKASU55ZFDWK?icid=sr159-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/junior-software-engineer-leidos-arlington-tx-76001/scncapi2/tr 26 2345660095 icid sr381-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Junior-Software-Engineer-Leidos-Arlington-TX-76001/SCNCAPI2/TR%26%2345660095?icid=sr381-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist- 26 2345-high-growth-startup- 26 2345-nyc- 26 2345-160k 2b-twenty-recruitment-brooklyn-ny-11225/10514056/bbbh19332 26 2345801 icid sr343-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-%26%2345-High-Growth-Startup-%26%2345-NYC-%26%2345-160k%2B-Twenty-Recruitment-Brooklyn-NY-11225/10514056/BBBH19332%26%2345801?icid=sr343-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist- 26 2345-onsite-interview-at-ca-must-bayone-solutions-san-mateo-ca-94403/10494547/588681 icid sr356-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-%26%2345-Onsite-Interview-at-CA-must-BayOne-Solutions-San-Mateo-CA-94403/10494547/588681?icid=sr356-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist- 26 2347-engineer-the-execu 7csearch-group-waltham-ma-02451/execusch/1058846 icid sr294-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-%26%2347-Engineer-The-Execu%7CSearch-Group-Waltham-MA-02451/EXECUSCH/1058846?icid=sr294-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-brighthouse-financial 2c-inc-charlotte-nc-28201/91015267/1688 26 2345en us icid sr238-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-Brighthouse-Financial%2C-Inc-Charlotte-NC-28201/91015267/1688%26%2345en_US?icid=sr238-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-cybercoders-new-york-ny-10001/cybercod/cb15 26 234514834191 icid sr203-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-CyberCoders-New-York-NY-10001/cybercod/CB15%26%234514834191?icid=sr203-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-cybercoders-new-york-ny-10001/cybercod/gk2 26 234514832271 icid sr221-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-CyberCoders-New-York-NY-10001/cybercod/GK2%26%234514832271?icid=sr221-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-cybercoders-pasadena-ca-91101/cybercod/pm6 26 234514673841 icid sr212-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-CyberCoders-Pasadena-CA-91101/cybercod/PM6%26%234514673841?icid=sr212-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-cybercoders-philadelphia-pa-19019/cybercod/an2 26 234514866391 icid sr206-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-CyberCoders-Philadelphia-PA-19019/cybercod/AN2%26%234514866391?icid=sr206-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-cybercoders-pleasanton-ca-94566/cybercod/rh1 26 234514820521 icid sr186-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-CyberCoders-Pleasanton-CA-94566/cybercod/RH1%26%234514820521?icid=sr186-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-for-predictive-modeling-for-scottsdale 2c-az-cygnet-infotech-llc-scottsdale-az-85250/91003106/598713 icid sr346-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-for-Predictive-Modeling-for-Scottsdale%2C-AZ-Cygnet-Infotech-LLC-Scottsdale-AZ-85250/91003106/598713?icid=sr346-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-inficare-technologies-chicago-il-60601/10113809/2018 26 234517613 icid sr261-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-InfiCare-Technologies-Chicago-IL-60601/10113809/2018%26%234517613?icid=sr261-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-intelletec-llc-new-york-ny-10001/90907234/651237 icid sr182-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-Intelletec-LLC-New-York-NY-10001/90907234/651237?icid=sr182-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-intelliswift-software-inc-san-mateo-ca-94403/10108150/aa 18 26 234506364 icid sr242-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-Intelliswift-Software-Inc-San-Mateo-CA-94403/10108150/AA_18%26%234506364?icid=sr242-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-spinnaker-search-group-llc-philadelphia-pa-19104/10494670/645432 icid sr228-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-Spinnaker-Search-Group-LLC-Philadelphia-PA-19104/10494670/645432?icid=sr228-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-data-scientist-swoon-group-oak-brook-il-60521/10360791/29930 icid sr235-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-Data-Scientist-Swoon-Group-Oak-Brook-IL-60521/10360791/29930?icid=sr235-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/lead-ml-engineer-red-spark-philadelphia-pa-19104/90933486/630971 icid sr393-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Lead-ML-Engineer-Red-Spark-Philadelphia-PA-19104/90933486/630971?icid=sr393-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/looking-for-data-scientist-in-glendale 2c-ca-for-full-time-trinus-corporation-glendale-ca-91203/trinus/sau ds icid sr347-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Looking-for-Data-Scientist-in-Glendale%2C-CA-for-Full-Time-Trinus-Corporation-Glendale-CA-91203/trinus/SAU_DS?icid=sr347-12p&q=%22Data+Scientist%22&l=,False
